ProductId,final_category,cat_confidence
B00032HBAC,rice & grain,1.0
B0004JR8SE,coffee,1.0
B0004N1K48,nut & seeds,1.0
B0005XMKBO,noodle & pasta,1.0
B0005XMKD2,noodle & pasta,1.0
B0005XN9HI,snack,1.0
B0005YXP9Y,snack,1.0
B0005Z7U9O,other,1.0
B0005ZIC1O,drink,1.0
B0005ZVX1U,tea,1.0
B0005ZXPY8,drink,1.0
B00061E7UC,canned food,1.0
B00061EUN6,candy,1.0
B00061MW36,pet food,1.0
B00061R4AW,gum,0.5
B00061V138,other,1.0
B000633NXM,pet food,0.75
B000633T6I,pet food,1.0
B000633Z8A,pet food,1.0
B00063464C,pet food,1.0
B000634HD2,meat,1.0
B00064VQO4,oil & vinegar,1.0
B00065KBSK,other,1.0
B00065LI0A,other,1.0
B00068K7UE,pet food,1.0
B0006G1K9I,other,1.0
B0006G5N0K,pet food,1.0
B0006G5QC0,pet food,1.0
B0006GWXQM,pet food,1.0
B0006HVB96,drink,1.0
B0006I5M2M,drink,1.0
B0006LKDS2,chocolate,1.0
B0006M13WG,rice & grain,1.0
B0006M13XK,sugar & sweetener,0.5
B0006NL1D6,tea,1.0
B0006NLXKC,pet food,1.0
B0006Q98PG,biscuit & cookie,1.0
B0006U7SVI,pet food,1.0
B0006VB3TU,candy,0.5
B0006Z7NOK,drink,0.6666666666666666
B0006ZN538,other,1.0
B00073IVAQ,tea,0.75
B00073JVFU,tea,0.6666666666666666
B0007A0AP8,pet food,1.0
B0007A0APS,pet food,1.0
B0007A0AQM,pet food,1.0
B0007A0AQW,pet food,0.8
B0007A0PX0,tea,1.0
B0007CHPUY,candy,1.0
B0007DHMU6,tea,1.0
B0007KLGC4,candy,1.0
B0007LXU9A,snack,1.0
B0007O911S,candy,1.0
B0007OPVVW,dried fruit,1.0
B0007OVVZ2,candy,1.0
B0007OVXXM,candy,1.0
B0007PQC3M,drink,1.0
B0007SN7B4,sauce & dressing,1.0
B0007SNZBG,canned food,1.0
B0007U5J40,snack,1.0
B0007UQ73W,oil & vinegar,1.0
B0007V11TQ,chocolate,1.0
B0007W4VXI,coffee,1.0
B0007XPS98,tea,0.6666666666666666
B000812K0O,coffee,0.25
B0008IT47E,candy,1.0
B0008IT4OM,chocolate,1.0
B0008IUQE4,sauce & dressing,1.0
B0008IUV12,chocolate,1.0
B0008JEZ8G,coffee,1.0
B0008JGWRI,candy,1.0
B00094D202,drink,1.0
B00099XKXG,rice & grain,1.0
B00099XNZ6,coffee,1.0
B0009AFWYU,sauce & dressing,1.0
B0009AJQ0Q,sugar & sweetener,1.0
B0009DY554,tea,1.0
B0009EHNXE,bread,1.0
B0009ETA6W,syrup,1.0
B0009ETA76,milk & cream,0.75
B0009F3POY,milk & cream,0.6666666666666666
B0009F3QKM,tea,1.0
B0009F3QL6,coffee,1.0
B0009F3QLG,tea,1.0
B0009F3SBY,fruit,1.0
B0009F3SF0,tea,1.0
B0009F3SFK,tea,1.0
B0009F5RXQ,pet food,1.0
B0009H9SMU,coffee,1.0
B0009HL7CY,other,1.0
B0009J27XA,supplement,1.0
B0009P5EJS,chocolate,1.0
B0009TMZIM,tea,1.0
B0009W7L3S,candy,1.0
B0009WMEL2,syrup,1.0
B0009X0TVS,coffee,1.0
B0009XQWDM,rice & grain,1.0
B0009YD7P2,pet food,1.0
B0009YD8ME,milk & cream,1.0
B0009YF3TU,pet food,1.0
B0009YF43U,pet food,1.0
B0009Z9FFW,other,1.0
B0009ZC482,candy,1.0
B000A0BOW8,other,1.0
B000A10TV4,pet food,1.0
B000A11IRI,candy,1.0
B000AAIAH0,pet food,1.0
B000ALGNHI,pet food,1.0
B000ANO3N2,pet food,1.0
B000AS1LFU,snack,1.0
B000AY9SR2,meat,1.0
B000AYFAO2,other,1.0
B000AYFATW,chocolate,0.5
B000AYFCEU,other,1.0
B000B1X14K,oil & vinegar,1.0
B000B6CYP2,sauce & dressing,1.0
B000B6MV8M,drink,1.0
B000B6O4LO,canned food,1.0
B000B7SX0G,other,1.0
B000BBY7YS,other,1.0
B000BEZVW2,canned food,1.0
B000BF10K8,candy,1.0
B000BF3AGU,soup,1.0
B000BF3AL0,other,1.0
B000BH3K8G,drink,1.0
B000BIVY6K,milk & cream,1.0
B000BLLWCS,pet food,1.0
B000BNY5UW,other,1.0
B000BRR8VQ,pet food,0.6
B000BSW6K8,pet food,1.0
B000BSWIQA,jam & spread,1.0
B000BVY02M,sauce & dressing,1.0
B000BXSQVQ,pet food,1.0
B000BXSTXQ,pet food,1.0
B000BXSTY0,pet food,1.0
B000BY50C8,pet food,1.0
B000C5UYF4,drink,1.0
B000CBFTC6,tea,1.0
B000CBUOTY,tea,1.0
B000CCIX96,candy,1.0
B000CD9P88,chocolate,1.0
B000CDMZDK,tea,1.0
B000CDWPOO,candy,1.0
B000CE9I9S,pet food,1.0
B000CFJDWY,snack,1.0
B000CIXMKA,snack,1.0
B000CMD63E,supplement,1.0
B000CMDRWO,snack,1.0
B000CMF196,tea,1.0
B000CMH0PY,tea,1.0
B000CMHMUC,snack,1.0
B000CNB4LE,drink,0.8
B000COEZXC,pet food,1.0
B000CONMBS,snack,1.0
B000CQ01NS,noodle & pasta,1.0
B000CQ26DG,cheese,1.0
B000CQBZOW,tea,1.0
B000CQBZPG,tea,0.75
B000CQBZQK,tea,0.75
B000CQC04Q,coffee,0.5
B000CQC050,coffee,0.5
B000CQC05K,tea,1.0
B000CQC05U,tea,1.0
B000CQC08C,tea,1.0
B000CQC0BE,tea,1.0
B000CQE3HS,snack,0.6666666666666666
B000CQE3IC,snack,1.0
B000CQE3NM,tea,1.0
B000CQG87Q,tea,1.0
B000CQG89Y,tea,1.0
B000CQG8AS,tea,0.6666666666666666
B000CQG8B2,coffee,1.0
B000CQG8K8,tea,1.0
B000CQG8KS,tea,1.0
B000CQG8M6,coffee,1.0
B000CQID1A,jerky & dried meat,0.5
B000CQID2Y,tea,1.0
B000CQID6U,tea,0.5
B000CQIDAG,tea,0.5
B000CQIDHE,tea,1.0
B000CQIDHO,tea,1.0
B000CQIDHY,tea,1.0
B000CQIDJM,tea,0.6666666666666666
B000CQY378,seasoning & spice,0.5
B000CQY3FK,pet food,1.0
B000CR1ELU,milk & cream,1.0
B000CR1VVI,canned food,1.0
B000CR1YOM,snack,1.0
B000CR41KQ,cereal,0.5
B000CRFORU,protein bar,0.5
B000CRHQN0,jam & spread,1.0
B000CRIBC0,protein bar,0.5
B000CRIUNU,cereal,1.0
B000CRKOIE,nuts & seeds,0.5
B000CSCP1C,snack,1.0
B000CSEFQ0,cereal,1.0
B000DN8EZW,coffee,1.0
B000DT7QE6,pet food,1.0
B000DZFMEQ,bread,0.5
B000DZFMG4,chocolate,1.0
B000DZFMIM,snack,1.0
B000DZH19U,coffee,1.0
B000DZKKK2,cake & pastry,1.0
B000E199RK,tea,1.0
B000E1BLGC,other,1.0
B000E1BLOY,candy,1.0
B000E1BM7A,snack,1.0
B000E1DR28,cake & pastry,1.0
B000E1DS90,yogurt,1.0
B000E1DSU4,other,1.0
B000E1FZCI,other,1.0
B000E1ZUQO,snack,1.0
B000E1ZUQY,snack,1.0
B000E21Z7Q,other,1.0
B000E23VXW,drink,1.0
B000E283KS,cake & pastry,1.0
B000E39P9U,canned food,1.0
B000E3XBT0,seasoning & spice,1.0
B000E3ZFBC,rice & grain,1.0
B000E3ZFDK,other,1.0
B000E46GFA,cereal,1.0
B000E46GFU,cereal,1.0
B000E46LX2,drink,1.0
B000E46LXM,jerky & dried meat,1.0
B000E4ALEW,snack,1.0
B000E4ALGU,pet food,1.0
B000E4ALHY,snack,0.5
B000E4ARAU,jerky & dried meat,1.0
B000E4ARCS,jerky & dried meat,1.0
B000E4C2MQ,cereal,1.0
B000E4KDV8,coffee,1.0
B000E5GFQE,seasoning & spice,1.0
B000E63L8S,tea,1.0
B000E63LOM,tea,1.0
B000E63LQU,tea,1.0
B000E65OJW,tea,1.0
B000E65OV0,coffee,1.0
B000E671W0,coffee,1.0
B000E682EG,tea,1.0
B000E682NW,tea,1.0
B000E7UJJ6,rice & grain,1.0
B000E7UJLO,rice & grain,1.0
B000E7VDEG,vegetable,1.0
B000E7YPOQ,noodle & pasta,1.0
B000E8PZNA,tea,1.0
B000E8PZNK,coffee,1.0
B000E8U9DQ,noodle & pasta,1.0
B000E8UAEO,tea,1.0
B000E8WIAS,coffee,1.0
B000ED7M3Q,biscuit & cookie,1.0
B000ED9L9E,drink,1.0
B000ED9LIU,snack,1.0
B000EDDS6Q,milk & cream,1.0
B000EDDSES,noodle & pasta,1.0
B000EDG3UE,candy,0.5
B000EDG430,bread,1.0
B000EDG53Y,candy,1.0
B000EDG5CA,drink,1.0
B000EDGB2E,dried fruit,1.0
B000EDI14K,snack,1.0
B000EDI2N0,nuts & seeds,1.0
B000EDK3RS,sauce & dressing,1.0
B000EDKDTQ,fruit,1.0
B000EDM8FS,snack,1.0
B000EDMDZS,snack,1.0
B000EEWZG4,drink,0.5
B000EF3E3G,canned food,1.0
B000EFHSUQ,seasoning & spice,1.0
B000EGR85A,biscuit & cookie,1.0
B000EGUYQA,other,1.0
B000EGZ98S,other,1.0
B000EH0RTS,rice & grain,1.0
B000EH0RU2,rice & grain,1.0
B000EH4XYS,rice & grain,1.0
B000EHOZRI,protein bar,1.0
B000EHP522,other,1.0
B000EHP62G,candy,1.0
B000EI2LLO,seasoning & spice,0.5
B000EIN84S,gum,1.0
B000EIP6MA,sauce & dressing,1.0
B000EITV30,biscuit & cookie,1.0
B000EITV3K,other,1.0
B000EIVM8C,chocolate,1.0
B000EJR49M,tea,1.0
B000EKEYEY,sauce & dressing,0.5
B000ELVUKY,drink,1.0
B000EM0LVM,nuts & seeds,1.0
B000EM2PGG,drink,1.0
B000EM6PC6,coffee,1.0
B000EM8U1U,milk & cream,1.0
B000EM8U4C,tea,1.0
B000EM8UJC,coffee,1.0
B000EM8UOW,meat,1.0
B000EM8UPQ,sauce & dressing,1.0
B000EMD1MS,drink,1.0
B000EMK4VE,tea,1.0
B000EMM95S,biscuit & cookie,1.0
B000EMM96W,nuts & seeds,1.0
B000EMM9DU,other,1.0
B000EMM9EO,canned food,1.0
B000EMM9O4,tea,1.0
B000EMM9WG,snack,1.0
B000EMM9YO,other,1.0
B000EMPNCE,drink,1.0
B000EMU2BG,chocolate,1.0
B000ENUC3S,energy bar,0.5
B000EOXQS0,other,1.0
B000EPMP36,snack,1.0
B000EPOC2S,coffee,1.0
B000EPR1KI,snack,1.0
B000EQSAIY,seasoning & spice,1.0
B000EQT4MA,snack,1.0
B000EQT574,snack,1.0
B000EQT9MK,snack,1.0
B000EQTB4Q,drink,0.5
B000EQVAFY,snack,1.0
B000EQX62Y,snack,1.0
B000EQX6HO,snack,1.0
B000EQX6QK,snack,1.0
B000EQYQBO,snack,1.0
B000EQYS7Q,snack,1.0
B000EQYW0E,snack,1.0
B000EQYXIK,snack,1.0
B000ER3DTE,soup,1.0
B000ER5CTS,biscuit & cookie,1.0
B000ER5CVQ,baby food,1.0
B000ER5DFQ,pet food,0.5
B000ER5EKA,snack,1.0
B000ERXBZ0,pet food,1.0
B000ES17HI,pet food,1.0
B000ES1R28,tea,1.0
B000ES5GMK,tea,1.0
B000ESJR2A,coffee,1.0
B000ESLJ6C,cheese,0.5
B000ET4SM8,other,0.75
B000ET93MS,snack,1.0
B000ET93N2,snack,1.0
B000ETAJZI,snack,1.0
B000ETXO8M,candy,1.0
B000ETZU2K,candy,1.0
B000EUD6AM,chocolate,1.0
B000EUF9E8,chocolate,1.0
B000EUHGB2,snack,1.0
B000EUINFA,pet food,1.0
B000EUJK5W,snack,1.0
B000EUJLHE,snack,1.0
B000EVG8FQ,snack,1.0
B000EVG8H4,bread,1.0
B000EVG8J2,candy,1.0
B000EVIDUY,cake & pastry,1.0
B000EVIDV8,cake & pastry,1.0
B000EVIDVI,flour & baking mix,0.5
B000EVIDWW,rice & grain,0.5
B000EVKHQM,snack,0.5
B000EVMNMI,candy,1.0
B000EVMNO6,candy,1.0
B000EVMNP0,candy,1.0
B000EVOSE4,dried fruit,0.25
B000EVOSFI,candy,1.0
B000EVQWK2,candy,1.0
B000EVQWKC,candy,0.5
B000EVT074,other,1.0
B000EVT07O,candy,1.0
B000EWADQA,snack,1.0
B000EXMP74,noodle & pasta,1.0
B000EXS6E0,soup,1.0
B000EXWL8M,jam & spread,1.0
B000EYRBTK,snack,1.0
B000EZMMPW,other,1.0
B000EZMRP2,snack,1.0
B000EZOP1G,seasoning & spice,0.5
B000EZQTEC,drink,1.0
B000EZSFY4,jerky & dried meat,1.0
B000F013RE,seasoning & spice,1.0
B000F0C56M,drink,1.0
B000F0FX52,drink,1.0
B000F17AKC,coffee,1.0
B000F2VESU,other,1.0
B000F3WSBQ,coffee,1.0
B000F3YEIQ,tea,1.0
B000F409HU,tea,1.0
B000F4D5GC,oil & vinegar,0.5
B000F4F95C,tea,1.0
B000F4GPC8,soup,1.0
B000F4H5FO,tea,1.0
B000F4H5FY,tea,1.0
B000F4H5GI,coffee,0.5
B000F4J74G,tea,1.0
B000F4SVV6,candy,1.0
B000F5K5XW,snack,1.0
B000F6SNPS,tea,1.0
B000F6SQ1O,chocolate,1.0
B000F6X5BK,other,1.0
B000F70R9C,tea,1.0
B000F7A5X0,canned food,1.0
B000F8L4GG,candy,1.0
B000F8L4I4,candy,1.0
B000F9B6OK,coffee,1.0
B000F9HM70,tea,1.0
B000F9Z1V4,other,1.0
B000FA38YK,snack,1.0
B000FA38ZO,candy,1.0
B000FA38ZY,candy,1.0
B000FA393U,sugar & sweetener,1.0
B000FA395I,biscuit & cookie,1.0
B000FA3L24,rice & grain,1.0
B000FA77TW,bread,1.0
B000FAIR82,bread,1.0
B000FAIRCS,sauce & dressing,1.0
B000FAPM2Q,drink,1.0
B000FBKFRW,candy,1.0
B000FBL8NM,candy,1.0
B000FBLG6G,candy,1.0
B000FBM3RC,snack,1.0
B000FBM480,coffee,1.0
B000FBMFDO,other,1.0
B000FBO9LK,candy,0.6666666666666666
B000FBOA46,bread,1.0
B000FBOAOQ,snack,1.0
B000FBOAP0,snack,1.0
B000FBQ4YU,chocolate,1.0
B000FBQ56M,snack,1.0
B000FBQ594,biscuit & cookie,1.0
B000FDDESM,bread,1.0
B000FDDET6,rice & grain,1.0
B000FDDJAA,snack,1.0
B000FDLB9Q,coffee,1.0
B000FDMLUO,sugar & sweetener,1.0
B000FDMQAE,jam & spread,1.0
B000FDMQGS,cheese,1.0
B000FDQV3C,soup,1.0
B000FE9F84,candy,1.0
B000FFAK9G,candy,1.0
B000FFIIZO,snack,1.0
B000FFIIZY,snack,1.0
B000FFIL9C,tea,1.0
B000FFLHSY,tea,1.0
B000FFPXDO,rice & grain,1.0
B000FFQ1VW,jam & spread,1.0
B000FFQ23Y,snack,1.0
B000FFRTVI,other,1.0
B000FFRY5O,biscuit & cookie,1.0
B000FFS0CA,tea,1.0
B000FFS0D4,tea,1.0
B000FFVYF0,dried fruit,1.0
B000FGXT20,tea,1.0
B000FHREWK,coffee,1.0
B000FI2VHM,dried fruit,1.0
B000FI4O8Q,plant,1.0
B000FI4O90,seasoning & spice,0.4
B000FI61OQ,other,1.0
B000FIDLNU,nuts & seeds,1.0
B000FIWIW0,sugar & sweetener,1.0
B000FIXT2I,rice & grain,1.0
B000FJEURA,candy,1.0
B000FJPKWO,gum,1.0
B000FK5O0G,snack,1.0
B000FK63LK,noodle & pasta,1.0
B000FK7PYY,noodle & pasta,1.0
B000FK8VHE,noodle & pasta,1.0
B000FK8VSS,noodle & pasta,1.0
B000FKGT8W,snack,1.0
B000FKIYEO,candy,1.0
B000FKIYM6,sugar & sweetener,1.0
B000FKMNSM,candy,1.0
B000FL08AQ,candy,1.0
B000FL0A9K,coffee,1.0
B000FL1I3C,tea,1.0
B000FL521G,sugar & sweetener,1.0
B000FMTJJQ,cereal,1.0
B000FMZO8G,snack,1.0
B000FMZO90,snack,1.0
B000FNCVR2,sugar & sweetener,1.0
B000FNCXL6,chocolate,1.0
B000FNEX8C,biscuit & cookie,1.0
B000FNEZGM,chocolate,1.0
B000FNH1C2,biscuit & cookie,1.0
B000FNJ69S,drink,1.0
B000FOIYS6,candy,1.0
B000FP0514,tea,1.0
B000FPDYQM,cake & pastry,1.0
B000FPDYRQ,sugar & sweetener,1.0
B000FPJ6QO,pet food,0.6666666666666666
B000FPJ72W,pet food,1.0
B000FPJ78G,gum,1.0
B000FPKX3E,meat,1.0
B000FPKX5C,candy,1.0
B000FPM22Y,baby food,1.0
B000FPM2NS,baby food,1.0
B000FRSSFC,candy,1.0
B000FSPQTM,drink,1.0
B000FTU5MY,seasoning & spice,1.0
B000FVBYCW,tea,1.0
B000FVDWU4,tea,1.0
B000FVZW7K,drink,1.0
B000FYVKRS,meat,1.0
B000FYVKW8,jerky & dried meat,1.0
B000FYYOZI,seasoning & spice,0.5
B000G00ONC,noodle & pasta,1.0
B000G176DW,other,1.0
B000G17Y0C,coffee,1.0
B000G18NRU,seasoning & spice,1.0
B000G32YEG,snack,1.0
B000G6MBUA,snack,1.0
B000G6MBX2,snack,1.0
B000G6O2QG,snack,1.0
B000G6O2S4,snack,1.0
B000G6Q4FI,snack,1.0
B000G6Q4GW,snack,1.0
B000G6RYOI,snack,1.0
B000G7I7DO,pet food,1.0
B000G7TBMK,snack,1.0
B000G7V3BM,snack,1.0
B000G7VZ56,snack,1.0
B000G7WWW6,snack,1.0
B000G7X0MW,rice & grain,1.0
B000G80R6S,coffee,1.0
B000GAPPAY,other,1.0
B000GAQE3G,coffee,1.0
B000GAT6MM,supplement,0.3333333333333333
B000GAT6NG,other,0.3333333333333333
B000GAXRMW,other,1.0
B000GB3LL8,tea,1.0
B000GBOM0C,rice & grain,1.0
B000GBOM0M,snack,1.0
B000GF56OY,seasoning & spice,1.0
B000GFYRJE,tea,1.0
B000GFYRMG,tea,1.0
B000GG0BOI,drink,1.0
B000GG0BPW,tea,1.0
B000GG0BQ6,drink,1.0
B000GG1O6M,tea,1.0
B000GG1O6W,tea,1.0
B000GG1O8U,tea,1.0
B000GG1O9E,tea,1.0
B000GJ4PZG,candy,1.0
B000GJQ5C2,cake & pastry,1.0
B000GKEYT2,snack,1.0
B000GPNKRE,rice & grain,1.0
B000GPW5KW,other,1.0
B000GUOA8W,drink,1.0
B000GW46D4,seasoning & spice,1.0
B000GW46DE,snack,1.0
B000GW6786,snack,1.0
B000GWLUGU,snack,1.0
B000GZ3B1O,pet food,1.0
B000GZSDPS,jam & spread,0.5
B000GZSDZI,dried fruit,0.5
B000GZU7SY,soup,1.0
B000GZUBAS,baby food,1.0
B000GZW5OS,seasoning & spice,0.5
B000GZY942,drink,1.0
B000GZYAN2,flour & baking mix,1.0
B000H0J9W8,pancake & waffle,1.0
B000H0ZJHW,pet food,1.0
B000H0ZJIG,pet food,1.0
B000H1217M,pet food,1.0
B000H121DQ,pet food,1.0
B000H136HG,canned food,1.0
B000H136W6,other,1.0
B000H154US,snack,1.0
B000H155ZM,canned food,1.0
B000H23Z1C,seasoning & spice,1.0
B000H24052,drink,1.0
B000H241DS,other,1.0
B000H25S8U,pancake & waffle,1.0
B000H25Y0M,snack,1.0
B000H25YH0,meat,1.0
B000H27JI2,sauce & dressing,1.0
B000H27O8C,drink,1.0
B000H6PV4M,chocolate,0.5
B000H7D1HK,tea,1.0
B000H7ELU6,candy,1.0
B000H7F722,nuts & seeds,1.0
B000H7F78Q,candy,1.0
B000H7GSDY,jam & spread,1.0
B000H7LVKY,candy,1.0
B000H9AXHE,syrup,1.0
B000H9K4KA,candy,1.0
B000HBO14I,other,1.0
B000HCKZGA,pet food,1.0
B000HCMRI4,candy,1.0
B000HDGC7U,seasoning & spice,1.0
B000HDI5O8,canned food,0.3333333333333333
B000HDJZWO,snack,1.0
B000HDK0D2,candy,1.0
B000HDK0DC,candy,1.0
B000HDKZCS,candy,1.0
B000HDKZJG,dried fruit,1.0
B000HDL1RQ,candy,1.0
B000HDMUQ2,chocolate,1.0
B000HDMV3E,snack,1.0
B000HDMW8S,oil & vinegar,0.5
B000HDMW9M,soup,1.0
B000HDONP8,candy,0.5
B000HDONQC,drink,1.0
B000HDOPYC,biscuit & cookie,0.3333333333333333
B000HDOPYM,other,1.0
B000HDOQ5U,cereal,1.0
B000HE6FU8,candy,1.0
B000HE6PR6,snack,1.0
B000HE8QM8,meat,1.0
B000HEC48A,pet food,1.0
B000HESDVW,snack,1.0
B000HG84EQ,snack,1.0
B000HGA782,candy,1.0
B000HGC96K,fruit,1.0
B000HGE7RO,tea,1.0
B000HJ7AIY,other,1.0
B000HP5FV2,snack,1.0
B000HP5H5Q,flour & baking mix,1.0
B000HP7KEW,soup,1.0
B000HQN5K4,coffee,1.0
B000HQNBSU,chocolate,1.0
B000HQPGF6,seasoning & spice,1.0
B000HRRVKI,drink,1.0
B000HTDFCE,cereal,1.0
B000HZ9CGQ,baby food,1.0
B000HZEK1I,biscuit & cookie,1.0
B000HZF7II,soup,1.0
B000HZLPRU,coffee,1.0
B000HZTBG2,tea,1.0
B000I0VLRS,coffee,1.0
B000I1OLT2,tea,1.0
B000I1RHMU,coffee,1.0
B000I1T368,biscuit & cookie,1.0
B000I200NC,drink,1.0
B000I3RLWE,drink,1.0
B000I48STS,tea,1.0
B000I4T41O,drink,1.0
B000I4UZXK,seasoning & spice,1.0
B000I60JUW,snack,1.0
B000I612BM,other,1.0
B000I660LY,tea,1.0
B000I6625I,other,1.0
B000I6KQ8W,snack,1.0
B000I6MBKS,coffee,1.0
B000I6MC3E,coffee,1.0
B000IEDUB4,snack,1.0
B000IEDUHS,other,1.0
B000IEZKNU,cereal,1.0
B000IHJEDE,snack,1.0
